               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.044867,            0.072503,           0.0086935,             0.63727,             0.82451,              0.9825,             0.69478,            0.029761,            0.053405,           0.0070512,            0.006205,            0.006205,            0.006205
                 117,            0.042665,            0.064523,           0.0089274,             0.80898,             0.84664,             0.97624,             0.56496,            0.026674,             0.04787,           0.0069397,            0.006172,            0.006172,            0.006172
                 118,            0.045311,            0.064622,           0.0083742,             0.80898,             0.84664,             0.97624,             0.56496,            0.026674,             0.04787,           0.0069397,            0.006139,            0.006139,            0.006139
                 119,            0.045345,            0.074524,           0.0086463,             0.68359,              0.8772,               0.995,             0.76587,            0.027727,            0.056146,           0.0068246,            0.006106,            0.006106,            0.006106
                 120,            0.045248,            0.068756,           0.0084222,             0.68359,              0.8772,               0.995,             0.76587,            0.027727,            0.056146,           0.0068246,            0.006073,            0.006073,            0.006073
                 121,            0.045847,            0.064494,           0.0088234,             0.75019,             0.95135,             0.98346,             0.68636,            0.029343,            0.046739,           0.0068043,             0.00604,             0.00604,             0.00604
                 122,            0.046592,            0.058814,           0.0085853,             0.75019,             0.95135,             0.98346,             0.68636,            0.029343,            0.046739,           0.0068043,            0.006007,            0.006007,            0.006007
                 123,            0.046609,            0.061875,           0.0089935,             0.75045,             0.93167,               0.995,             0.74491,            0.023697,            0.050363,           0.0066389,            0.005974,            0.005974,            0.005974
                 124,            0.040284,            0.059146,           0.0084933,             0.75045,             0.93167,               0.995,             0.74491,            0.023697,            0.050363,           0.0066389,            0.005941,            0.005941,            0.005941
                 125,            0.041531,             0.06552,            0.008201,             0.86308,             0.95487,             0.99167,               0.668,            0.024903,            0.046888,           0.0065012,            0.005908,            0.005908,            0.005908
                 126,            0.038441,            0.052677,           0.0088341,             0.86308,             0.95487,             0.99167,               0.668,            0.024903,            0.046888,           0.0065012,            0.005875,            0.005875,            0.005875
                 127,            0.042203,            0.066849,           0.0087304,             0.77766,             0.98554,               0.995,             0.74744,            0.021779,            0.054286,           0.0064504,            0.005842,            0.005842,            0.005842
                 128,            0.037778,            0.062647,           0.0081455,             0.77766,             0.98554,               0.995,             0.74744,            0.021779,            0.054286,           0.0064504,            0.005809,            0.005809,            0.005809
                 129,            0.039582,            0.069254,           0.0083338,             0.64871,                   1,             0.94997,             0.74919,            0.029809,            0.052923,           0.0063859,            0.005776,            0.005776,            0.005776
                 130,            0.047202,            0.080544,           0.0080723,             0.64871,                   1,             0.94997,             0.74919,            0.029809,            0.052923,           0.0063859,            0.005743,            0.005743,            0.005743
